experiment_id,budget_gpu_hours,policy,seed,status,spent_gpu_hours,action_count,best_primary_regret_pct,exploration_gpu_hours,failed_action_count,first_oracle_hit_gpu_hours,l4_verification_count,oracle_pareto_precision,oracle_pareto_recall,primary_metric,search_stop_reason,semantic_guard_active,unnecessary_l4_verifications,verification_gpu_hours,verified_ids
policy_benchmark_v1,0.12,ipig,14,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,15,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,16,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,17,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,18,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,19,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,20,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,21,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,22,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,23,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,24,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,25,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,26,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,27,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,28,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,29,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,30,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,31,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,32,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,33,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,34,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,35,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,36,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,37,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,38,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,39,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,40,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,41,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,42,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,43,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,44,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,45,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,46,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,47,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,48,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,49,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,50,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,51,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,52,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,53,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,54,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,55,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,56,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,57,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,58,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,59,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,60,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,61,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,62,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,63,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,64,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,65,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,66,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,67,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,68,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,69,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,70,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,71,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,72,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,73,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,74,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,75,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,76,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,77,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,78,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,79,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,80,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,81,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,82,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,83,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,84,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,85,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,86,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,87,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,88,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,89,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,90,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,91,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,92,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,93,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,94,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,95,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,96,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,97,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,98,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,99,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,100,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,101,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,102,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,103,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,104,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
policy_benchmark_v1,0.12,ipig,105,verified,0.06300664983305776,22,0.3753392686090037,0.04416691967639053,0,,2,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,2,0.018839730156667227,"[""seq32-bt8192-chunk"",""seq32-bt8192-nochunk""]"
policy_benchmark_v1,0.12,ipig,106,verified,0.0632758107625058,22,0.0,0.04423601672639051,0,0.0632758107625058,2,1.0,1.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.01903979403611528,"[""seq32-bt2048-chunk""]"
policy_benchmark_v1,0.12,ipig,107,verified,0.05372504205444178,21,1.0516080484518449,0.04429791371610918,0,,1,0.0,0.0,energy_j_per_1k_output_tokens,max_steps,true,1,0.009427128338332598,"[""expert-seq256-bt8192-chunk""]"
